"","X","feature","method","group1","group2","p_values","adj_method","p_adjust","Compartment","Experiment","Variety","Timepoint","logFC","int_all","def_all","level1","level2","level3"
"2612",2612,"ko00625","LinDA","Defoliation","Intact",0.152050393847658,"BH",0.613583226637277,"Rhizosphere","Exp1","NIP","day5",-0.0966307952456334,0.00254205464624835,0.00237736636724568,"Chloroalkane and chloroalkene degradation","Xenobiotics biodegradation and metabolism","Metabolism"
"2613",2613,"ko00624","LinDA","Defoliation","Intact",0.016869444847926,"BH",0.243924283949603,"Rhizosphere","Exp1","NIP","day5",-0.438128074212193,0.000417703962627625,0.000308303818004913,"Polycyclic aromatic hydrocarbon degradation","Xenobiotics biodegradation and metabolism","Metabolism"
"2614",2614,"ko00627","LinDA","Defoliation","Intact",0.00482903888488633,"BH",0.223863327745051,"Rhizosphere","Exp1","NIP","day5",-0.18462727019451,0.00345651193116255,0.00304130316545741,"Aminobenzoate degradation","Xenobiotics biodegradation and metabolism","Metabolism"
"2615",2615,"ko00626","LinDA","Defoliation","Intact",0.0424666362295323,"BH",0.402047762946005,"Rhizosphere","Exp1","NIP","day5",-0.165474392174565,0.00194531023728161,0.00173450723905771,"Naphthalene degradation","Xenobiotics biodegradation and metabolism","Metabolism"
"2616",2616,"ko00621","LinDA","Defoliation","Intact",0.00150308840620067,"BH",0.193898404399886,"Rhizosphere","Exp1","NIP","day5",-0.237553457101449,0.000600249051997318,0.000509120713574002,"Dioxin degradation","Xenobiotics biodegradation and metabolism","Metabolism"
"2617",2617,"ko00620","LinDA","Defoliation","Intact",0.60700288158851,"BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",-0.0138204154381625,0.0177150087405563,0.0175461166113596,"Pyruvate metabolism","Carbohydrate metabolism","Metabolism"
"2618",2618,"ko00623","LinDA","Defoliation","Intact",0.223341287593881,"BH",0.677906496461427,"Rhizosphere","Exp1","NIP","day5",-0.0486719873128456,0.00304938014806146,0.00294821967756802,"Toluene degradation","Xenobiotics biodegradation and metabolism","Metabolism"
"2619",2619,"ko00622","LinDA","Defoliation","Intact",0.151131574141591,"BH",0.613583226637277,"Rhizosphere","Exp1","NIP","day5",-0.333969718471524,0.000345430647007032,0.000274047574822666,"Xylene degradation","Xenobiotics biodegradation and metabolism","Metabolism"
"2620",2620,"ko00270","LinDA","Defoliation","Intact",0.996862650668422,"BH",0.996862650668422,"Rhizosphere","Exp1","NIP","day5",0.0229352550552738,0.013129199078434,0.0133395885205199,"Cysteine and methionine metabolism","Amino acid metabolism","Metabolism"
"2622",2622,"ko00940","LinDA","Defoliation","Intact",0.176359618298573,"BH",0.613583226637277,"Rhizosphere","Exp1","NIP","day5",-0.0430557885080396,0.000884778993632885,0.000858763780613707,"Phenylpropanoid biosynthesis","Biosynthesis of other secondary metabolites","Metabolism"
"2623",2623,"ko00941","LinDA","Defoliation","Intact",0.633567675242791,"BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",0.099980612117887,0.000184142652690832,0.000197356556250416,"Flavonoid biosynthesis","Biosynthesis of other secondary metabolites","Metabolism"
"2624",2624,"ko01053","LinDA","Defoliation","Intact",0.585418555563067,"BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",-0.0967998092273779,0.000267806433060178,0.000250427119983988,"Biosynthesis of siderophore group nonribosomal peptides","Metabolism of terpenoids and polyketides","Metabolism"
"2625",2625,"ko00943","LinDA","Defoliation","Intact",0.508397484001305,"BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",-0.2391980474201,5.9472220045795e-05,5.03858237833873e-05,"Isoflavonoid biosynthesis","Biosynthesis of other secondary metabolites","Metabolism"
"2626",2626,"ko00100","LinDA","Defoliation","Intact",0.249967227148482,"BH",0.728327181798429,"Rhizosphere","Exp1","NIP","day5",0.147185259568784,0.000330380560332374,0.000365865672438532,"Steroid biosynthesis","Lipid metabolism","Metabolism"
"2627",2627,"ko00945","LinDA","Defoliation","Intact",0.470265910170653,"BH",0.95534334507109,"Rhizosphere","Exp1","NIP","day5",0.0871953652645245,0.000117090682094716,0.000124385786434886,"Stilbenoid, diarylheptanoid and gingerol biosynthesis","Biosynthesis of other secondary metabolites","Metabolism"
"2628",2628,"ko01056","LinDA","Defoliation","Intact",0.00531059277965385,"BH",0.223863327745051,"Rhizosphere","Exp1","NIP","day5",0.370781050238996,3.24889819070432e-06,4.20099650480355e-06,"Biosynthesis of type II polyketide backbone","Metabolism of terpenoids and polyketides","Metabolism"
"2631",2631,"ko00071","LinDA","Defoliation","Intact",0.0795247325317885,"BH",0.520066787951759,"Rhizosphere","Exp1","NIP","day5",-0.0977150993449529,0.00796069760552533,0.00743936643990462,"Fatty acid degradation","Lipid metabolism","Metabolism"
"2632",2632,"ko00072","LinDA","Defoliation","Intact",0.0170179732988095,"BH",0.243924283949603,"Rhizosphere","Exp1","NIP","day5",-0.176696188045266,0.00248617252047382,0.00219958327712408,"Synthesis and degradation of ketone bodies","Lipid metabolism","Metabolism"
"2639",2639,"ko01055","LinDA","Defoliation","Intact",0.443074890189551,"BH",0.944738195610778,"Rhizosphere","Exp1","NIP","day5",0.0918312231835476,0.000825770159863145,0.000880041470045083,"Biosynthesis of vancomycin group antibiotics","Metabolism of terpenoids and polyketides","Metabolism"
"2640",2640,"ko00902","LinDA","Defoliation","Intact",0.365354780322762,"BH",0.849203002912366,"Rhizosphere","Exp1","NIP","day5",0.553719898949721,1.48690739966931e-07,2.18258025271836e-07,"Monoterpenoid biosynthesis","Metabolism of terpenoids and polyketides","Metabolism"
"2642",2642,"ko00531","LinDA","Defoliation","Intact",0.517141945470948,"BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",0.0736629730730358,0.000223078147421007,0.000234764158421483,"Glycosaminoglycan degradation","Glycan biosynthesis and metabolism","Metabolism"
"2644",2644,"ko00360","LinDA","Defoliation","Intact",0.0505787886433193,"BH",0.40984547952144,"Rhizosphere","Exp1","NIP","day5",-0.100564906274758,0.00549096671716197,0.00512124741790809,"Phenylalanine metabolism","Amino acid metabolism","Metabolism"
"2645",2645,"ko00633","LinDA","Defoliation","Intact",0.979231628860554,"BH",0.986618727685081,"Rhizosphere","Exp1","NIP","day5",0.0220924599236826,0.00187871289117767,0.00190770364060131,"Nitrotoluene degradation","Xenobiotics biodegradation and metabolism","Metabolism"
"2646",2646,"ko00630","LinDA","Defoliation","Intact",0.139536642168097,"BH",0.613583226637277,"Rhizosphere","Exp1","NIP","day5",-0.0799653843535619,0.0132439672446092,0.0125298571192447,"Glyoxylate and dicarboxylate metabolism","Carbohydrate metabolism","Metabolism"
"2647",2647,"ko00363","LinDA","Defoliation","Intact",0.0282582407272222,"BH",0.33139209580106,"Rhizosphere","Exp1","NIP","day5",-0.247372442124977,0.000612624117489814,0.000516092520076457,"Bisphenol degradation","Xenobiotics biodegradation and metabolism","Metabolism"
"2648",2648,"ko00364","LinDA","Defoliation","Intact",0.0470703216038015,"BH",0.40984547952144,"Rhizosphere","Exp1","NIP","day5",-0.18226895730387,0.000600580304283975,0.00052930093627368,"Fluorobenzoate degradation","Xenobiotics biodegradation and metabolism","Metabolism"
"2652",2652,"ko00121","LinDA","Defoliation","Intact",0.617101321778955,"BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",-0.0660519960589696,7.0694078221476e-06,6.75304127260858e-06,"Secondary bile acid biosynthesis","Lipid metabolism","Metabolism"
"2654",2654,"ko00430","LinDA","Defoliation","Intact",0.555987793700758,"BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",-0.025066622138096,0.00206362460529768,0.00202807911303066,"Taurine and hypotaurine metabolism","Metabolism of other amino acids","Metabolism"
"2655",2655,"ko02010","LinDA","Defoliation","Intact",0.137991099078072,"BH",0.613583226637277,"Rhizosphere","Exp1","NIP","day5",-0.0780105646947071,0.0426169178388484,0.0403736968085565,"ABC transporters","Membrane transport","Environmental Information Processing"
"2656",2656,"ko00130","LinDA","Defoliation","Intact",0.838803226678912,"BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",0.00669758952092044,0.00574060777626822,0.00576732001828495,"Ubiquinone and other terpenoid-quinone biosynthesis","Metabolism of cofactors and vitamins","Metabolism"
"2657",2657,"ko04330","LinDA","Defoliation","Intact",0.915174525248195,"BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",-0.107620933541785,3.21483150503442e-06,2.98374075630326e-06,"Notch signaling pathway","Signal transduction","Environmental Information Processing"
"2659",2659,"ko00361","LinDA","Defoliation","Intact",0.0257228765911248,"BH",0.327296821114542,"Rhizosphere","Exp1","NIP","day5",-0.27374233507086,0.000952851466322192,0.00078817118388624,"Chlorocyclohexane and chlorobenzene degradation","Xenobiotics biodegradation and metabolism","Metabolism"
"2660",2660,"ko00040","LinDA","Defoliation","Intact",0.700557535422512,"BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",-3.81129789427315e-05,0.00430105006420297,0.00430093644097657,"Pentose and glucuronate interconversions","Carbohydrate metabolism","Metabolism"
"2661",2661,"ko00730","LinDA","Defoliation","Intact",0.638772128591701,"BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",0.0632762428270125,0.00497595148328782,0.00519905227702206,"Thiamine metabolism","Metabolism of cofactors and vitamins","Metabolism"
"2662",2662,"ko00362","LinDA","Defoliation","Intact",0.00780918585157155,"BH",0.223863327745051,"Rhizosphere","Exp1","NIP","day5",-0.215975328902996,0.00553799104734222,0.00476801043286259,"Benzoate degradation","Xenobiotics biodegradation and metabolism","Metabolism"
"2663",2663,"ko01040","LinDA","Defoliation","Intact",0.513448638690267,"BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",-0.0167254185908526,0.00378901269647584,0.003745339646453,"Biosynthesis of unsaturated fatty acids","Lipid metabolism","Metabolism"
"2664",2664,"ko00603","LinDA","Defoliation","Intact",0.635456358364127,"BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",0.0573222017854137,0.000374023929766691,0.000389184101870671,"Glycosphingolipid biosynthesis - globo and isoglobo series","Glycan biosynthesis and metabolism","Metabolism"
"2667",2667,"ko00281","LinDA","Defoliation","Intact",0.00232487324010557,"BH",0.199939098649079,"Rhizosphere","Exp1","NIP","day5",-0.208371270669638,0.00300638615096066,0.00260206870485033,"Geraniol degradation","Metabolism of terpenoids and polyketides","Metabolism"
"2668",2668,"ko00280","LinDA","Defoliation","Intact",0.0856425310621391,"BH",0.520066787951759,"Rhizosphere","Exp1","NIP","day5",-0.100641480868908,0.0111707176003323,0.0104180147573373,"Valine, leucine and isoleucine degradation","Amino acid metabolism","Metabolism"
"2676",2676,"ko00523","LinDA","Defoliation","Intact",0.521196967868434,"BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",0.0732898744870429,0.00309083366741109,0.0032519067599239,"Polyketide sugar unit biosynthesis","Metabolism of terpenoids and polyketides","Metabolism"
"2677",2677,"ko00520","LinDA","Defoliation","Intact",0.738549710966175,"BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",0.0500247020346777,0.0160716612872144,0.016638712086526,"Amino sugar and nucleotide sugar metabolism","Carbohydrate metabolism","Metabolism"
"2678",2678,"ko00521","LinDA","Defoliation","Intact",0.537956557797865,"BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",0.0706403563472763,0.00537592063554057,0.00564569893158917,"Streptomycin biosynthesis","Biosynthesis of other secondary metabolites","Metabolism"
"2682",2682,"ko00052","LinDA","Defoliation","Intact",0.530693801417887,"BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",0.0679493423769553,0.00542930627274344,0.00569113819628842,"Galactose metabolism","Carbohydrate metabolism","Metabolism"
"2683",2683,"ko00053","LinDA","Defoliation","Intact",0.24909565280612,"BH",0.728327181798429,"Rhizosphere","Exp1","NIP","day5",-0.053194871304335,0.00226763765381604,0.0021855482958969,"Ascorbate and aldarate metabolism","Carbohydrate metabolism","Metabolism"
"2684",2684,"ko00051","LinDA","Defoliation","Intact",0.807418564415648,"BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",0.0425448872384425,0.00684752255764346,0.00705246206598212,"Fructose and mannose metabolism","Carbohydrate metabolism","Metabolism"
"2685",2685,"ko00401","LinDA","Defoliation","Intact",0.924647769761233,"BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",0.0301231169389042,0.00254443013025114,0.00259811572495394,"Novobiocin biosynthesis","Biosynthesis of other secondary metabolites","Metabolism"
"2686",2686,"ko00400","LinDA","Defoliation","Intact",0.802657462637453,"BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",0.0427894246666782,0.0137556726997712,0.0141697678176579,"Phenylalanine, tyrosine and tryptophan biosynthesis","Amino acid metabolism","Metabolism"
"2687",2687,"ko04020","LinDA","Defoliation","Intact",0.574299317826267,"BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",0.159623689718858,4.89696194823974e-06,5.46988565802469e-06,"Calcium signaling pathway","Signal transduction","Environmental Information Processing"
"2688",2688,"ko00350","LinDA","Defoliation","Intact",0.0659955154839446,"BH",0.473809170541097,"Rhizosphere","Exp1","NIP","day5",-0.0947226279490829,0.00476856784909952,0.00446553619704292,"Tyrosine metabolism","Amino acid metabolism","Metabolism"
"2689",2689,"ko00480","LinDA","Defoliation","Intact",0.143482308754245,"BH",0.613583226637277,"Rhizosphere","Exp1","NIP","day5",-0.0632652713685151,0.00747696241980041,0.00715616677807332,"Glutathione metabolism","Metabolism of other amino acids","Metabolism"
"2690",2690,"ko00643","LinDA","Defoliation","Intact",0.00639338128473475,"BH",0.223863327745051,"Rhizosphere","Exp1","NIP","day5",-0.175304269179145,0.00129315592993321,0.00114519396918409,"Styrene degradation","Xenobiotics biodegradation and metabolism","Metabolism"
"2691",2691,"ko00642","LinDA","Defoliation","Intact",0.127745457828395,"BH",0.613583226637277,"Rhizosphere","Exp1","NIP","day5",-0.0750309504036641,0.0007017614782741,0.000666197437975892,"Ethylbenzene degradation","Xenobiotics biodegradation and metabolism","Metabolism"
"2692",2692,"ko00640","LinDA","Defoliation","Intact",0.307830123026852,"BH",0.797273997919572,"Rhizosphere","Exp1","NIP","day5",-0.0468602595005054,0.0122594137751268,0.0118676125650798,"Propanoate metabolism","Carbohydrate metabolism","Metabolism"
"2693",2693,"ko00720","LinDA","Defoliation","Intact",0.829143499773265,"BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",0.00756406986266317,0.0193236394573045,0.0194252196240977,"Carbon fixation pathways in prokaryotes","Energy metabolism","Metabolism"
"2694",2694,"ko00960","LinDA","Defoliation","Intact",0.499381986705949,"BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",-0.0218903748006905,0.00228956863730153,0.00225509066929088,"Tropane, piperidine and pyridine alkaloid biosynthesis","Biosynthesis of other secondary metabolites","Metabolism"
"2695",2695,"ko02020","LinDA","Defoliation","Intact",0.451051923208095,"BH",0.950548583736924,"Rhizosphere","Exp1","NIP","day5",-0.0404949084164788,0.0396830816366262,0.038584707145167,"Two-component system","Signal transduction","Environmental Information Processing"
"2696",2696,"ko00120","LinDA","Defoliation","Intact",0.00112074333760986,"BH",0.193898404399886,"Rhizosphere","Exp1","NIP","day5",-0.846762614137797,0.000110552330858405,6.14705299824834e-05,"Primary bile acid biosynthesis","Lipid metabolism","Metabolism"
"2697",2697,"ko00965","LinDA","Defoliation","Intact",0.281241441066886,"BH",0.755836372867256,"Rhizosphere","Exp1","NIP","day5",0.197750666805254,3.17178531842254e-05,3.63774847134208e-05,"Betalain biosynthesis","Biosynthesis of other secondary metabolites","Metabolism"
"2700",2700,"ko00290","LinDA","Defoliation","Intact",0.949065493637478,"BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",0.0276548219312692,0.0115894869156307,0.0118137871108343,"Valine, leucine and isoleucine biosynthesis","Amino acid metabolism","Metabolism"
"2705",2705,"ko00980","LinDA","Defoliation","Intact",0.0120541444469831,"BH",0.239228405178588,"Rhizosphere","Exp1","NIP","day5",-0.155830110911735,0.00237901897662728,0.00213544489346977,"Metabolism of xenobiotics by cytochrome P450","Xenobiotics biodegradation and metabolism","Metabolism"
"2706",2706,"ko00410","LinDA","Defoliation","Intact",0.114051022681277,"BH",0.611504442550979,"Rhizosphere","Exp1","NIP","day5",-0.0700859334156364,0.00457529498535771,0.00435834024520164,"beta-Alanine metabolism","Metabolism of other amino acids","Metabolism"
"2707",2707,"ko00983","LinDA","Defoliation","Intact",0.603943886174302,"BH",0.975533455611432,"Rhizosphere","Exp1","NIP","day5",0.060160850530916,0.00317958017984297,0.00331497304732731,"Drug metabolism - other enzymes","Xenobiotics biodegradation and metabolism","Metabolism"
"2709",2709,"ko00791","LinDA","Defoliation","Intact",0.00531707489157339,"BH",0.223863327745051,"Rhizosphere","Exp1","NIP","day5",-0.3188458891103,0.000508510953040653,0.000407678806781872,"Atrazine degradation","Xenobiotics biodegradation and metabolism","Metabolism"
